academicfield:news	academic_program_at_university	university:college
musicartist:check	agent_competes_with_agent	personcanada:search
personcanada:search	agent_competes_with_agent	personafrica:business
personcanada:search	agent_competes_with_agent	stateorprovince:course
personcanada:search	agent_competes_with_agent	stateorprovince:function
personcanada:search	agent_competes_with_agent	stateorprovince:ad
vertebrate:news	agent_competes_with_agent	newspaper:ny_post
personcanada:search	agent_competes_with_agent	university:by_name
personmexico:ncaa	agent_controls	sportsteam:wisconsin_milwaukee_panthers
personmexico:ncaa	agent_controls	sportsteam:mississippi_rebels
personmexico:ncaa	agent_controls	sportsteam:vcu_rams
personmexico:ncaa	agent_controls	sportsteam:fresno_state_bulldogs
personmexico:ncaa	agent_controls	sportsteam:lehigh_mountain_hawks
personmexico:ncaa	agent_controls	sportsteam:niagara_purple_eagles
personmexico:ncaa	agent_controls	sportsteam:cal_state_northridge_matadors
personmexico:ncaa	agent_controls	sportsteam:alabama_a_m_bulldogs
personmexico:ncaa	agent_controls	sportsteam:florida_international_golden_panthers
personmexico:ncaa	agent_controls	stateorprovince:iowa_hawkeyes
personmexico:ncaa	agent_controls	sportsteam:new_mexico_lobos
personmexico:ncaa	agent_controls	sportsteam:morehouse_maroon_tigers
personmexico:ncaa	agent_controls	sportsteam:montana_grizzlies
personmexico:ncaa	agent_controls	sportsteam:missouri_state_bears
personmexico:ncaa	agent_controls	sportsteam:longwood_lancers
personmexico:ncaa	agent_controls	sportsteam:louisiana_tech_bulldogs
university:microsoft	agent_controls	company:yahoo001
personmexico:ncaa	agent_controls	sportsteam:navy_midshipmen
sportsteam:reds	agent_controls	person:ken_griffey_jr
personmexico:ncaa	agent_controls	sportsteam:savannah_state_tigers
personmexico:ncaa	agent_controls	sportsteam:eastern_illinois_panthers
biotechcompany:apple	agent_controls	island:stephen
personmexico:ncaa	agent_controls	sportsteam:tennessee_volunteers
personmexico:ncaa	agent_controls	university:arkansas_little_rock_trojans
personmexico:ncaa	agent_controls	sportsteam:missouri_tigers
personmexico:ncaa	agent_controls	sportsteam:northern_colorado_bears
animal:head	agent_controls	person:davis
personmexico:ncaa	agent_controls	sportsteam:louisville_cardinals
personmexico:ncaa	agent_controls	sportsteam:coastal_carolina_chanticleers
personmexico:ncaa	agent_controls	sportsteam:miami_hurricanes
personmexico:ncaa	agent_controls	sportsteam:virginia_tech_hokies
personmexico:ncaa	agent_controls	sportsteam:old_dominion_monarchs
personmexico:ncaa	agent_controls	sportsteam:austin_peay_governors
personmexico:ncaa	agent_controls	sportsteam:arkansas_state_red_wolves
personmexico:ncaa	agent_controls	sportsteam:long_island_blackbirds
personmexico:ncaa	agent_controls	sportsteam:cal_state_fullerton_titans
personmexico:ncaa	agent_controls	sportsteam:tennessee_chattanooga_mocs
personmexico:ncaa	agent_controls	sportsteam:western_michigan_broncos
animal:head	agent_controls	geopoliticallocation:nichols
personmexico:ncaa	agent_controls	sportsteam:villanova_wildcats
personmexico:ncaa	agent_controls	geopoliticallocation:usc_trojans
personmexico:ncaa	agent_controls	sportsteam:eastern_kentucky_colonels
personmexico:ncaa	agent_controls	sportsteam:cleveland_state_vikings
male:world	agent_controls	candy:john
personmexico:ncaa	agent_controls	sportsteam:idaho_state_bengals
personmexico:ncaa	agent_controls	sportsteam:utep_miners
personmexico:ncaa	agent_controls	sportsteam:southern_mississippi_golden_eagles
personmexico:ncaa	agent_controls	sportsteam:northern_arizona_lumberjacks
personmexico:ncaa	agent_controls	sportsteam:ohio_state_buckeyes
personmexico:ncaa	agent_controls	sportsteam:saint_louis_billikens
personmexico:ncaa	agent_controls	sportsteam:brigham_young_cougars
personmexico:ncaa	agent_controls	sportsteam:southeast_missouri_state_redhawks
personmexico:ncaa	agent_controls	sportsteam:central_florida_knights
personmexico:ncaa	agent_controls	sportsteam:santa_clara_broncos
personmexico:ncaa	agent_controls	sportsteam:georgetown_hoyas
animal:head	agent_controls	coach:hayes
personmexico:ncaa	agent_controls	sportsteam:south_dakota_st_jackrabbits
personmexico:ncaa	agent_controls	sportsteam:houston_cougars
personmexico:ncaa	agent_controls	sportsteam:tulane_green_wave
biotechcompany:apple	agent_controls	personus:jobs
personmexico:ncaa	agent_controls	sportsteam:delaware_blue_hens
male:world	agent_controls	person:kevin
university:microsoft	agent_controls	website:bill
personmexico:ncaa	agent_controls	sportsteam:akron_zips
personmexico:ncaa	agent_controls	sportsteam:rice_owls
university:wozniak	agent_controls	biotechcompany:apple
personmexico:ncaa	agent_controls	sportsteam:georgia_southern_eagles
personmexico:ncaa	agent_controls	sportsteam:pittsburg_state_gorillas
personmexico:ncaa	agent_controls	sportsteam:ball_state_cardinals
personmexico:ncaa	agent_controls	sportsteam:syracuse_orangemen
animal:head	agent_controls	musicinstrument:thompson
sportsleague:nhl	agent_controls	coach:new_jersey_devils
personmexico:ncaa	agent_controls	sportsteam:iupui_jaguars
personmexico:ncaa	agent_controls	sportsteam:rhode_island_rams
personmexico:ncaa	agent_controls	sportsteam:nevada_wolfpack
personmexico:ncaa	agent_controls	sportsteam:columbia_lions
personmexico:ncaa	agent_controls	sportsteam:uc_davis_aggies
personmexico:ncaa	agent_controls	sportsteam:ucla
personmexico:ncaa	agent_controls	sportsteam:lsu_tigers
personmexico:ncaa	agent_controls	sportsteam:texas_state_bobcats
personmexico:ncaa	agent_controls	sportsteam:central_michigan_chippewas
personmexico:ncaa	agent_controls	sportsteam:xavier_musketeers
personmexico:ncaa	agent_controls	sportsteam:emory_eagles
personmexico:ncaa	agent_controls	sportsteam:morehead_state_eagles
newspaper:tribune	agent_controls	newspaper:st___paul_pioneer_press
personmexico:ncaa	agent_controls	sportsteam:richmond_spiders
personmexico:ncaa	agent_controls	sportsteam:northeastern_huskies
personmexico:ncaa	agent_controls	sportsteam:wisconsin_green_bay_phoenix
personmexico:ncaa	agent_controls	sportsteam:grand_valley_state_lakers
personmexico:ncaa	agent_controls	sportsteam:missouri_western_state_griffons
biotechcompany:apple	agent_controls	island:steven
personmexico:ncaa	agent_controls	sportsteam:arizona_state_sun_devils
personmexico:ncaa	agent_controls	sportsteam:pennsylvania_quakers
personmexico:ncaa	agent_controls	sportsteam:gonzaga_bulldogs
sportsleague:nba	agent_controls	coach:new_jersey_nets
personmexico:ncaa	agent_controls	sportsteam:new_mexico_state_aggies
personmexico:ncaa	agent_controls	sportsteam:vanderbilt_commodores
personmexico:ncaa	agent_controls	sportsteam:loyola_marymount_lions
personmexico:ncaa	agent_controls	sportsteam:florida_state_seminoles
personmexico:ncaa	agent_controls	sportsteam:portland_state_vikings
personmexico:ncaa	agent_controls	sportsteam:uc_irvine_anteaters
personmexico:ncaa	agent_controls	sportsteam:creighton_bluejays
sportsteam:new_england_patriots	agent_controls	personcanada:robert_kraft
personmexico:ncaa	agent_controls	sportsteam:arkansas_pine_bluff_golden_lions
personmexico:ncaa	agent_controls	sportsteam:minnesota_duluth_bulldogs
sportsleague:nba	agent_controls	coach:san_antonio_spurs
personmexico:ncaa	agent_controls	sportsteam:unc_wilmington_seahawks
personmexico:ncaa	agent_controls	sportsteam:north_texas_mean_green
personmexico:ncaa	agent_controls	sportsteam:bowling_green_falcons
personmexico:ncaa	agent_controls	sportsteam:utah_state
biotechcompany:apple	agent_controls	university:wozniak
personmexico:ncaa	agent_controls	sportsteam:vermont_catamounts
personmexico:ncaa	agent_controls	sportsteam:colorado_state_rams
personmexico:ncaa	agent_controls	sportsteam:oregon_ducks
sportsteam:italy	agent_controls	personeurope:alessandro_del_piero
personmexico:ncaa	agent_controls	sportsteam:alaska_fairbanks_nanooks
personmexico:ncaa	agent_controls	sportsteam:maine_black_bears
sportsteam:italy	agent_controls	personmexico:alberto_gilardino
personmexico:ncaa	agent_controls	sportsteam:marshall_thundering_herd
animal:head	agent_controls	person:anderson
personmexico:ncaa	agent_controls	sportsteam:florida_atlantic_owls
personmexico:ncaa	agent_controls	sportsteam:george_mason_patriots
personmexico:ncaa	agent_controls	sportsteam:arizona_wildcats
personmexico:ncaa	agent_controls	sportsteam:california_golden_bears
insect:trojans	agent_controls	coach:carroll
personmexico:ncaa	agent_controls	sportsteam:st_bonaventure_bonnies
university:haverford_college	agent_controls	book:tim
personmexico:ncaa	agent_controls	sportsteam:wright_state_raiders
personmexico:ncaa	agent_controls	sportsteam:winston_salem_state_rams
newspaper:tribune	agent_controls	website:new_york_times_a
personmexico:ncaa	agent_controls	sportsteam:connecticut_huskies
personmexico:ncaa	agent_controls	sportsteam:minnesota_state_mavericks
personmexico:ncaa	agent_controls	sportsteam:unlv_runnin_rebels
animal:head	agent_controls	person:wilson
male:notre_dame	agent_controls	coach:charlie_weis
personmexico:ncaa	agent_controls	sportsteam:sacred_heart_pioneers
personmexico:ncaa	agent_controls	sportsteam:cameron_aggies
personmexico:ncaa	agent_controls	sportsteam:albany_great_danes
personmexico:ncaa	agent_controls	sportsteam:pepperdine_waves
personmexico:ncaa	agent_controls	sportsteam:south_florida_bulls
personmexico:ncaa	agent_controls	sportsteam:grambling_tigers
personmexico:ncaa	agent_controls	sportsteam:james_madison_dukes
personmexico:ncaa	agent_controls	sportsteam:western_illinois
personmexico:ncaa	agent_controls	sportsteam:citadel_bulldogs
personmexico:ncaa	agent_controls	sportsteam:oregon_state_beavers
personmexico:ncaa	agent_controls	sportsteam:uc_santa_barbara_gauchos
animal:head	agent_controls	island:jones
biotechcompany:apple	agent_controls	emotion:job
personmexico:ncaa	agent_controls	sportsteam:north_dakota_fighting_sioux
actor:description	agent_created	programminglanguage:contact
automobilemaker:contact	agent_created	programminglanguage:contact
personeurope:margaret_atwood	agent_created	musicsong:surfacing
personeurope:margaret_atwood	agent_created	book:the_robber_bride
ceo:online_application_form	agent_created	book:print
biotechcompany:apple	agent_created	website:mac
city:info	agent_created	programminglanguage:contact
city:download	agent_created	book:print
person:partner	agent_created	book:contact
personeurope:margaret_atwood	agent_created	book:the_blind_assassin
personeurope:margaret_atwood	agent_created	book:alias_grace
agent:project	agent_created	programminglanguage:contact
person:button	agent_created	book:print
musicartist:availability	agent_created	programminglanguage:contact
city:photos	agent_created	programminglanguage:contact
automobilemaker:tips	agent_created	programminglanguage:contact
personeurope:margaret_atwood	agent_created	book:cat_s_eye
personasia:features	agent_created	programminglanguage:contact
personeurope:margaret_atwood	agent_created	book:the_handmaid_s_tale
personeurope:margaret_atwood	agent_created	musicartist:oryx_and_crake
comedian:image	agent_created	book:print
professor:body	agent_involved_with_item	videogame:insulin
biotechcompany:apple	agent_involved_with_item	videogamesystem:ipod_touch
biotechcompany:apple	agent_involved_with_item	videogamesystem:os_x
automobilemaker:video	agent_involved_with_item	videogame:real
biotechcompany:apple	agent_involved_with_item	videogame:mac
biotechcompany:apple	agent_involved_with_item	musicinstrument:mac_os_x
biotechcompany:apple	agent_involved_with_item	videogamesystem:macintosh
biotechcompany:apple	agent_involved_with_item	bedroomitem:touch
biotechcompany:apple	agent_involved_with_item	videogamesystem:quicktime
agent:linux	agent_involved_with_item	clothing:mac
coach:san_antonio_spurs	agent_participated_in_event	sportsgame:championship
mammal:predators	agent_participated_in_event	sportsgame:games
magazine:women	agent_participated_in_event	crimeorcharge:offenses
agriculturalproduct:flowers	agricultural_product_came_from_country	country:bangalore
agriculturalproduct:flowers	agricultural_product_came_from_country	country:armenia
agriculturalproduct:flowers	agricultural_product_came_from_country	country:libyan_arab_jamahiriya
agriculturalproduct:flowers	agricultural_product_came_from_country	country:costa_rica
agriculturalproduct:flowers	agricultural_product_came_from_country	country:sweden
agriculturalproduct:flowers	agricultural_product_came_from_country	country:peru
agriculturalproduct:flowers	agricultural_product_came_from_country	country:turkmenistan
